Genes	dNdS
Solyc07g015860	0.86505
Solyc07g015870	0.31640
Solyc07g015910	0.00010
Solyc07g015920	0.16565
Solyc07g015960	0.83431
Solyc07g015970	0.43157
Solyc07g015980	0.25684
Solyc07g016020	0.00010
Solyc07g016080	0.33905
Solyc07g016170	0.27763
Solyc07g016180	0.06831
Solyc07g016200	0.09535
Solyc07g016220	0.00010
Solyc07g017220	0.57129
Solyc07g017230	0.21495
Solyc07g017240	1.73127
Solyc07g017250	0.19594
Solyc07g017260	0.19295
Solyc07g017290	0.39428
Solyc07g017400	0.00010
Solyc07g017410	0.00010
Solyc07g017430	0.26662
Solyc07g017490	0.11429
Solyc07g017500	0.08112
Solyc07g017510	0.37796
Solyc07g017540	0.00010
Solyc07g017560	0.42551
Solyc07g017570	999.00000
Solyc07g017600	0.13300
Solyc07g017610	0.33714
Solyc07g017640	0.32785
Solyc07g017650	1.31631
Solyc07g017730	0.05209
Solyc07g017740	0.29036
Solyc07g017750	0.02535
Solyc07g017760	0.24210
Solyc07g017770	0.14228
Solyc07g017780	0.09482
Solyc07g017800	0.04919
Solyc07g017860	0.27730
Solyc07g017880	0.17162
Solyc07g017900	0.13145
Solyc07g017940	0.65029
Solyc07g017950	1.19182
Solyc07g017960	2.02148
Solyc07g017990	0.15853
Solyc07g018000	0.50822
Solyc07g018010	0.10908
Solyc07g018070	0.30167
Solyc07g018090	0.23582
Solyc07g018100	0.12445
Solyc07g018140	0.07920
Solyc07g018200	0.28821
Solyc07g018210	999.00000
Solyc07g018220	0.00010
Solyc07g018230	0.84240
Solyc07g018240	0.08656
Solyc07g018250	0.21354
Solyc07g018270	0.15028
Solyc07g018290	0.49100
Solyc07g018300	0.16895
Solyc07g018340	0.35475
Solyc07g018350	0.24481
Solyc07g018360	0.24209
Solyc07g019440	0.14814
Solyc07g019450	0.45970
Solyc07g019460	0.11672
Solyc07g019510	0.33846
Solyc07g019530	0.04552
Solyc07g019650	0.37195
Solyc07g019670	0.20662
Solyc07g020710	1.17950
Solyc07g020790	0.72063
Solyc07g020800	0.20181
Solyc07g020860	0.26474
Solyc07g020870	0.18992
Solyc07g020960	0.59951
Solyc07g021020	0.71145
Solyc07g021120	1.71178
Solyc07g021240	0.00010
Solyc07g021340	1.61405
Solyc07g021380	0.90610
Solyc07g021540	0.41962
Solyc07g021550	0.27590
Solyc07g021620	0.55731
Solyc07g021630	0.67340
Solyc07g021700	0.72593
Solyc07g021750	0.53759
Solyc07g022760	0.33692
Solyc07g022770	0.07603
Solyc07g022780	0.00010
Solyc07g022790	0.15519
Solyc07g022830	0.17867
Solyc07g022860	0.45838
Solyc07g022900	1.14313
Solyc07g022910	0.87871
Solyc07g022920	0.35794
Solyc07g023990	0.15074
Solyc07g024000	0.14921
Solyc07g024010	0.51224
Solyc07g024020	0.12256
Solyc07g024030	0.35859
Solyc07g024070	0.64496
Solyc07g025140	0.03371
Solyc07g025160	0.44728
Solyc07g025170	0.09818
Solyc07g025200	0.32704
Solyc07g025210	0.18323
Solyc07g025230	0.27692
Solyc07g025250	0.38120
Solyc07g025370	0.94659
Solyc07g025380	0.61884
Solyc07g025390	0.25892
Solyc07g025510	0.23363
Solyc07g025520	0.34544
Solyc07g025530	999.00000
Solyc07g026640	0.53789
Solyc07g026650	0.40624
Solyc07g026670	0.06966
Solyc07g026680	0.00010
Solyc07g026810	0.67630
Solyc07g026930	0.25257
Solyc07g026960	0.41201
Solyc07g027020	0.11866
Solyc07g032080	0.28874
Solyc07g032090	0.00010
Solyc07g032100	0.30463
Solyc07g032110	0.60295
Solyc07g032170	0.05265
Solyc07g032180	0.21539
Solyc07g032230	0.93579
Solyc07g032240	0.41984
Solyc07g032250	0.22738
Solyc07g032260	0.26823
Solyc07g032380	0.43252
Solyc07g032480	0.64456
Solyc07g032490	0.35639
Solyc07g032510	0.41107
Solyc07g032710	0.57046
Solyc07g032730	0.54959
Solyc07g032740	1.13775
Solyc07g037950	0.21896
Solyc07g037960	0.36143
Solyc07g038100	0.40255
Solyc07g038160	0.19717
Solyc07g038190	0.65037
Solyc07g039190	0.47722
Solyc07g039200	0.20448
Solyc07g039210	0.44213
Solyc07g039310	0.33977
Solyc07g039320	0.00010
Solyc07g039330	0.06650
Solyc07g039340	0.47355
Solyc07g039410	999.00000
Solyc07g039420	999.00000
Solyc07g039450	0.25540
Solyc07g039500	0.36463
Solyc07g039510	0.72398
Solyc07g039550	0.15622
Solyc07g040680	0.41451
Solyc07g040690	0.10300
Solyc07g040710	0.27675
Solyc07g040720	0.09997
Solyc07g040730	0.03314
Solyc07g040740	0.10833
Solyc07g040750	0.00010
Solyc07g040780	0.33631
Solyc07g040790	0.38928
Solyc07g040890	0.10949
Solyc07g040910	0.07493
Solyc07g040920	0.07041
Solyc07g040940	0.60546
Solyc07g040950	0.14673
Solyc07g040960	0.21482
Solyc07g040980	0.31914
Solyc07g040990	0.18793
Solyc07g041000	0.10592
Solyc07g041010	0.12472
Solyc07g041020	0.37219
Solyc07g041070	0.49103
Solyc07g041080	0.18357
Solyc07g041150	0.05004
Solyc07g041160	0.02034
Solyc07g041180	0.49138
Solyc07g041190	0.12812
Solyc07g041200	0.13062
Solyc07g041210	0.19850
Solyc07g041230	0.03852
Solyc07g041280	0.53727
Solyc07g041290	0.37538
Solyc07g041310	0.00010
Solyc07g041330	0.65003
Solyc07g041340	0.30835
Solyc07g041490	0.30148
Solyc07g041500	0.54427
Solyc07g041510	0.14553
Solyc07g041550	0.07486
Solyc07g041640	0.16674
Solyc07g041660	0.19116
Solyc07g041720	0.44944
Solyc07g041730	0.15153
Solyc07g041750	0.45601
Solyc07g041760	0.33202
Solyc07g041770	0.72227
Solyc07g041780	0.08412
Solyc07g041830	0.32005
Solyc07g041870	0.38786
Solyc07g041900	0.64302
Solyc07g041920	0.15946
Solyc07g041930	0.30580
Solyc07g041940	0.64587
Solyc07g041970	0.07990
Solyc07g041980	0.21371
Solyc07g042000	0.36531
Solyc07g042010	0.70756
Solyc07g042020	0.31294
Solyc07g042030	0.30049
Solyc07g042080	0.15081
Solyc07g042090	0.65176
Solyc07g042100	0.00010
Solyc07g042130	0.15243
Solyc07g042150	0.48804
Solyc07g042160	0.12864
Solyc07g042170	0.27396
Solyc07g042180	0.20044
Solyc07g042190	0.11192
Solyc07g042220	0.08856
Solyc07g042230	0.00010
Solyc07g042250	0.20380
Solyc07g042260	0.36705
Solyc07g042270	0.13742
Solyc07g042300	0.44680
Solyc07g042330	0.45468
Solyc07g042380	0.32116
Solyc07g042390	0.24868
Solyc07g042400	0.34277
Solyc07g042430	0.00010
Solyc07g042440	0.49761
Solyc07g042450	0.15266
Solyc07g042460	0.02008
Solyc07g042470	0.34113
Solyc07g042490	0.04617
Solyc07g042500	0.49196
Solyc07g042510	0.28760
Solyc07g042520	0.27722
Solyc07g042550	0.07987
Solyc07g042560	0.18261
Solyc07g042570	0.18693
Solyc07g042580	0.28462
Solyc07g042590	0.15502
Solyc07g042620	0.00010
Solyc07g042630	0.11615
Solyc07g042680	0.18580
Solyc07g042690	0.20388
Solyc07g042700	0.47006
Solyc07g042710	0.00010
Solyc07g042730	0.52235
Solyc07g042740	0.63726
Solyc07g042750	0.38749
Solyc07g042760	0.38965
Solyc07g042800	0.53425
Solyc07g042820	0.00010
Solyc07g042830	0.40314
Solyc07g042840	0.43411
Solyc07g042880	0.14046
Solyc07g042890	0.05477
Solyc07g042900	0.08715
Solyc07g042910	0.00010
Solyc07g042930	0.18912
Solyc07g042950	0.10191
Solyc07g042960	0.00010
Solyc07g042970	0.32337
Solyc07g042980	0.08196
Solyc07g042990	0.23539
Solyc07g043050	0.36470
Solyc07g043070	0.10046
Solyc07g043120	0.22013
Solyc07g043130	0.07728
Solyc07g043150	0.34206
Solyc07g043160	0.14310
Solyc07g043170	0.23067
Solyc07g043200	0.37399
Solyc07g043230	0.23403
Solyc07g043240	0.07158
Solyc07g043250	0.20999
Solyc07g043260	0.92112
Solyc07g043270	0.12302
Solyc07g043310	0.18311
Solyc07g043320	0.60907
Solyc07g043330	0.05013
Solyc07g043360	0.07709
Solyc07g043400	0.00010
Solyc07g043410	0.39733
Solyc07g043420	0.14396
Solyc07g043460	0.01204
Solyc07g043480	0.24427
Solyc07g043490	0.12932
Solyc07g043500	0.07914
Solyc07g043510	0.08949
Solyc07g043550	0.00010
Solyc07g043560	0.18514
Solyc07g043570	0.15732
Solyc07g043580	0.14488
Solyc07g043590	0.17370
Solyc07g043600	0.18392
Solyc07g043610	0.22588
Solyc07g043630	0.23268
Solyc07g043640	0.37778
Solyc07g043660	0.24438
Solyc07g043670	0.39748
Solyc07g043680	0.44282
Solyc07g043700	0.23436
Solyc07g044750	0.63594
Solyc07g044760	0.12125
Solyc07g044780	0.15279
Solyc07g044810	0.09638
Solyc07g044830	0.34611
Solyc07g044840	0.09019
Solyc07g044850	0.34208
Solyc07g044860	0.20828
Solyc07g044870	0.04923
Solyc07g044880	2.08737
Solyc07g044920	0.09403
Solyc07g044930	0.16065
Solyc07g044960	0.09520
Solyc07g044970	0.88288
Solyc07g044980	0.31687
Solyc07g044990	0.57437
Solyc07g045000	0.21564
Solyc07g045010	0.26165
Solyc07g045030	0.51137
Solyc07g045040	0.35611
Solyc07g045050	0.13016
Solyc07g045070	0.20629
Solyc07g045090	0.10242
Solyc07g045100	0.25371
Solyc07g045140	0.28650
Solyc07g045150	0.21827
Solyc07g045160	0.13337
Solyc07g045170	0.85739
Solyc07g045180	0.57771
Solyc07g045190	0.15002
Solyc07g045210	0.15243
Solyc07g045220	0.43352
Solyc07g045230	0.22362
Solyc07g045240	0.00010
Solyc07g045250	2.40142
Solyc07g045290	0.21697
Solyc07g045300	0.27439
Solyc07g045310	0.21241
Solyc07g045320	0.29793
Solyc07g045330	0.06749
Solyc07g045340	0.00010
Solyc07g045350	0.00010
Solyc07g045370	0.55906
Solyc07g045380	0.36185
Solyc07g045390	0.00010
Solyc07g045400	0.25086
Solyc07g045410	0.15615
Solyc07g045420	0.15640
Solyc07g045440	0.04602
Solyc07g045450	0.74180
Solyc07g045460	0.74664
Solyc07g045470	0.19648
Solyc07g045480	0.25378
Solyc07g045500	0.41943
Solyc07g045510	999.00000
Solyc07g045520	0.26201
Solyc07g045530	0.33114
Solyc07g045540	0.15432
Solyc07g045550	0.24083
Solyc07g047610	0.09555
Solyc07g047620	0.14755
Solyc07g047670	0.12856
Solyc07g047680	0.65411
Solyc07g047690	0.18394
Solyc07g047700	0.17787
Solyc07g047710	0.44224
Solyc07g047720	0.08856
Solyc07g047740	0.08476
Solyc07g047760	0.30054
Solyc07g047770	0.22571
Solyc07g047780	0.08815
Solyc07g047790	0.15423
Solyc07g047800	0.10772
Solyc07g047820	0.21111
Solyc07g047830	0.25829
Solyc07g047840	0.76666
Solyc07g047850	0.02601
Solyc07g047860	0.34541
Solyc07g047870	1.23189
Solyc07g047880	0.00010
Solyc07g047900	0.42358
Solyc07g047940	0.20119
Solyc07g047950	0.15687
Solyc07g047960	0.36895
Solyc07g047970	0.83208
Solyc07g047980	0.10863
Solyc07g047990	0.00010
Solyc07g048000	0.00010
Solyc07g048010	0.09566
Solyc07g048030	0.06501
Solyc07g048040	0.18268
Solyc07g048050	0.04251
Solyc07g048070	0.16766
Solyc07g048080	0.05574
Solyc07g048090	0.00010
Solyc07g048100	0.65580
Solyc07g048110	0.06144
Solyc07g048120	0.25674
Solyc07g049150	0.32911
Solyc07g049160	0.67268
Solyc07g049180	0.25771
Solyc07g049190	0.22230
Solyc07g049200	0.39955
Solyc07g049210	0.41324
Solyc07g049220	0.17980
Solyc07g049230	0.07442
Solyc07g049240	0.00010
Solyc07g049260	0.11893
Solyc07g049270	501.75461
Solyc07g049280	0.21170
Solyc07g049290	0.08576
Solyc07g049300	0.12444
Solyc07g049310	0.61301
Solyc07g049320	0.00010
Solyc07g049350	0.12291
Solyc07g049360	0.00010
Solyc07g049370	0.02155
Solyc07g049380	0.44550
Solyc07g049390	0.05124
Solyc07g049400	0.38105
Solyc07g049410	0.13623
Solyc07g049430	0.21600
Solyc07g049440	0.13110
Solyc07g049450	0.06722
Solyc07g049460	0.08627
Solyc07g049470	0.70757
Solyc07g049480	0.17697
Solyc07g049490	0.13164
Solyc07g049500	0.09163
Solyc07g049530	0.06045
Solyc07g049550	0.11107
Solyc07g049560	0.10901
Solyc07g049570	0.12950
Solyc07g049580	0.00010
Solyc07g049590	0.13964
Solyc07g049600	0.06577
Solyc07g049610	0.04634
Solyc07g049630	0.39681
Solyc07g049660	0.09358
Solyc07g049670	0.00010
Solyc07g049680	0.30978
Solyc07g049690	0.24409
Solyc07g049700	0.12642
Solyc07g049710	615.30736
Solyc07g049720	0.18572
Solyc07g049730	0.05163
Solyc07g049740	0.46310
Solyc07g049750	0.58345
Solyc07g051820	0.22188
Solyc07g051840	0.13191
Solyc07g051850	0.15671
Solyc07g051870	0.39315
Solyc07g051890	0.21944
Solyc07g051920	1.00398
Solyc07g051930	0.37544
Solyc07g051950	0.00010
Solyc07g052060	0.00010
Solyc07g052100	0.26968
Solyc07g052110	0.44098
Solyc07g052180	0.61756
Solyc07g052220	999.00000
Solyc07g052230	0.13089
Solyc07g052240	0.04284
Solyc07g052260	0.00010
Solyc07g052270	0.00010
Solyc07g052290	0.04945
Solyc07g052300	0.15169
Solyc07g052320	0.00010
Solyc07g052330	0.00010
Solyc07g052340	0.38574
Solyc07g052350	0.02033
Solyc07g052370	0.10324
Solyc07g052380	0.21038
Solyc07g052390	0.17292
Solyc07g052400	0.11608
Solyc07g052410	0.36275
Solyc07g052420	0.93557
Solyc07g052430	0.34776
Solyc07g052440	0.23947
Solyc07g052460	0.15332
Solyc07g052470	0.12757
Solyc07g052480	0.12747
Solyc07g052490	0.21835
Solyc07g052510	0.05241
Solyc07g052540	0.00010
Solyc07g052550	0.33686
Solyc07g052570	0.18615
Solyc07g052580	0.49392
Solyc07g052590	0.13821
Solyc07g052600	0.06388
Solyc07g052610	0.12617
Solyc07g052620	0.39480
Solyc07g052640	0.39910
Solyc07g052660	0.41822
Solyc07g052670	0.24702
Solyc07g052680	0.26184
Solyc07g052690	0.13698
Solyc07g052700	0.37806
Solyc07g052720	0.09985
Solyc07g052730	0.27207
Solyc07g052750	999.00000
Solyc07g052760	0.86298
Solyc07g052770	999.00000
Solyc07g052830	2.17062
Solyc07g052850	999.00000
Solyc07g052870	0.27695
Solyc07g052880	999.00000
Solyc07g052900	0.14330
Solyc07g052910	0.00010
Solyc07g052920	0.20234
Solyc07g052930	999.00000
Solyc07g052940	0.11877
Solyc07g052950	0.22944
Solyc07g052960	0.11481
Solyc07g052970	0.43284
Solyc07g052980	0.08932
Solyc07g052990	0.41890
Solyc07g053010	0.27758
Solyc07g053020	1.05888
Solyc07g053030	0.08135
Solyc07g053040	0.47791
Solyc07g053050	0.19613
Solyc07g053060	0.65058
Solyc07g053080	0.19713
Solyc07g053090	0.63081
Solyc07g053100	0.36737
Solyc07g053120	999.00000
Solyc07g053140	0.41434
Solyc07g053150	0.07006
Solyc07g053160	0.28248
Solyc07g053170	0.36788
Solyc07g053180	0.91430
Solyc07g053190	0.79000
Solyc07g053200	0.07057
Solyc07g053210	0.67980
Solyc07g053220	0.24188
Solyc07g053230	0.21377
Solyc07g053240	0.32559
Solyc07g053260	0.15504
Solyc07g053270	0.22956
Solyc07g053280	0.10663
Solyc07g053290	0.02334
Solyc07g053300	0.19619
Solyc07g053310	0.14549
Solyc07g053320	0.31442
Solyc07g053330	0.48534
Solyc07g053340	0.58121
Solyc07g053350	0.14443
Solyc07g053360	0.21536
Solyc07g053380	0.16606
Solyc07g053390	999.00000
Solyc07g053400	0.20447
Solyc07g053410	0.18493
Solyc07g053420	0.48609
Solyc07g053430	0.13786
Solyc07g053440	0.18221
Solyc07g053450	0.20273
Solyc07g053460	0.21793
Solyc07g053470	0.09466
Solyc07g053480	0.00010
Solyc07g053490	0.00010
Solyc07g053520	0.38792
Solyc07g053530	0.19574
Solyc07g053540	0.14702
Solyc07g053550	0.24947
Solyc07g053560	0.36349
Solyc07g053570	0.24817
Solyc07g053580	0.10976
Solyc07g053590	0.08633
Solyc07g053600	0.19104
Solyc07g053610	0.28755
Solyc07g053640	0.27127
Solyc07g053650	0.01351
Solyc07g053660	0.06546
Solyc07g053670	0.38068
Solyc07g053690	0.29737
Solyc07g053700	0.25131
Solyc07g053710	0.30121
Solyc07g053720	0.25614
Solyc07g053730	0.06956
Solyc07g053740	0.30061
Solyc07g053750	0.08591
Solyc07g053760	0.26333
Solyc07g053780	0.26827
Solyc07g053790	0.33435
Solyc07g053800	0.32723
Solyc07g053810	0.11800
Solyc07g053820	0.67414
Solyc07g053830	0.11340
Solyc07g053840	0.00010
Solyc07g053850	0.31900
Solyc07g053860	0.37258
Solyc07g053870	0.28497
Solyc07g053880	0.36586
Solyc07g053890	0.08546
Solyc07g053900	0.00010
Solyc07g053910	0.26234
Solyc07g053920	0.14183
Solyc07g053930	0.13392
Solyc07g053940	0.11158
Solyc07g053950	0.41561
Solyc07g053960	0.51555
Solyc07g053970	0.04160
Solyc07g053980	0.05164
Solyc07g053990	0.17501
Solyc07g054060	0.29889
Solyc07g054070	0.14008
Solyc07g054080	0.21365
Solyc07g054090	0.17424
Solyc07g054100	0.30368
Solyc07g054110	2.02256
Solyc07g054120	52.48566
Solyc07g054140	0.26296
Solyc07g054160	0.16906
Solyc07g054170	0.16546
Solyc07g054180	0.34166
Solyc07g054190	0.15600
Solyc07g054200	0.01975
Solyc07g054210	0.02348
Solyc07g054220	0.22568
Solyc07g054230	0.13867
Solyc07g054250	0.38089
Solyc07g054270	0.11229
Solyc07g054280	0.35972
Solyc07g054290	0.06826
Solyc07g054300	0.06165
Solyc07g054310	0.76702
Solyc07g054320	0.05973
Solyc07g054330	1.10362
Solyc07g054370	0.91489
Solyc07g054400	0.13239
Solyc07g054410	0.49059
Solyc07g054420	0.13157
Solyc07g054430	0.10375
Solyc07g054440	0.05257
Solyc07g054450	0.02654
Solyc07g054460	0.52482
Solyc07g054470	0.38902
Solyc07g054480	0.27367
Solyc07g054490	0.14062
Solyc07g054500	0.14949
Solyc07g054540	0.04053
Solyc07g054560	0.39146
Solyc07g054580	0.20702
Solyc07g054610	0.00010
Solyc07g054620	0.00010
Solyc07g054630	0.31312
Solyc07g054640	0.06742
Solyc07g054670	0.15242
Solyc07g054680	0.85919
Solyc07g054690	0.17933
Solyc07g054720	0.64657
Solyc07g054730	0.00010
Solyc07g054740	0.06653
Solyc07g054750	999.00000
Solyc07g054760	0.03578
Solyc07g054770	0.36920
Solyc07g054780	0.13234
Solyc07g054790	0.08033
Solyc07g054820	0.00010
Solyc07g054840	0.00010
Solyc07g054850	0.07528
Solyc07g054860	0.08639
Solyc07g054880	0.00010
Solyc07g054900	0.19935
Solyc07g054920	0.24346
Solyc07g054950	0.17851
Solyc07g055010	0.86947
Solyc07g055020	0.93570
Solyc07g055030	0.27465
Solyc07g055040	0.08239
Solyc07g055050	0.11242
Solyc07g055060	0.03989
Solyc07g055080	0.00010
Solyc07g055100	0.40457
Solyc07g055120	0.19846
Solyc07g055130	0.19982
Solyc07g055140	0.22696
Solyc07g055150	0.21142
Solyc07g055160	0.33501
Solyc07g055170	0.12448
Solyc07g055180	0.08831
Solyc07g055190	0.16473
Solyc07g055200	0.45434
Solyc07g055210	0.13080
Solyc07g055220	0.18836
Solyc07g055230	0.00010
Solyc07g055240	0.05917
Solyc07g055250	0.53050
Solyc07g055260	0.03068
Solyc07g055270	0.10964
Solyc07g055280	0.09808
Solyc07g055290	0.06298
Solyc07g055300	0.08065
Solyc07g055310	0.35849
Solyc07g055320	0.02899
Solyc07g055330	0.51798
Solyc07g055340	0.11524
Solyc07g055350	0.31153
Solyc07g055460	0.00010
Solyc07g055470	0.13901
Solyc07g055490	0.08286
Solyc07g055530	0.15900
Solyc07g055640	0.08305
Solyc07g055650	0.00010
Solyc07g055660	0.07931
Solyc07g055670	0.14122
Solyc07g055690	0.00010
Solyc07g055700	0.33052
Solyc07g055710	0.29897
Solyc07g055720	0.30809
Solyc07g055730	0.30414
Solyc07g055740	0.06056
Solyc07g055750	0.31009
Solyc07g055760	0.65060
Solyc07g055780	0.02442
Solyc07g055790	0.00010
Solyc07g055800	0.06836
Solyc07g055810	0.12699
Solyc07g055830	0.25270
Solyc07g055840	0.12305
Solyc07g055850	0.23442
Solyc07g055860	0.03015
Solyc07g055880	0.00010
Solyc07g055900	0.07344
Solyc07g055910	0.73735
Solyc07g055920	0.06192
Solyc07g055930	0.48518
Solyc07g055940	0.23301
Solyc07g055950	0.50816
Solyc07g055980	0.29096
Solyc07g055990	0.12270
Solyc07g056000	0.06415
Solyc07g056010	0.09042
Solyc07g056020	0.22058
Solyc07g056030	0.08926
Solyc07g056040	0.22540
Solyc07g056050	0.09275
Solyc07g056060	0.16327
Solyc07g056070	0.73839
Solyc07g056110	0.44487
Solyc07g056120	0.93871
Solyc07g056130	999.00000
Solyc07g056140	0.04691
Solyc07g056150	0.00010
Solyc07g056160	0.06018
Solyc07g056170	0.22119
Solyc07g056190	999.00000
Solyc07g056200	0.17244
Solyc07g056210	0.38106
Solyc07g056220	0.12734
Solyc07g056230	0.54317
Solyc07g056240	0.46368
Solyc07g056250	0.19945
Solyc07g056260	0.10191
Solyc07g056270	0.02913
Solyc07g056280	0.09936
Solyc07g056310	0.37277
Solyc07g056320	0.18544
Solyc07g056330	0.54266
Solyc07g056340	0.20044
Solyc07g056350	0.05844
Solyc07g056360	0.20786
Solyc07g056370	0.20298
Solyc07g056390	0.09320
Solyc07g056400	0.08789
Solyc07g056410	0.16548
Solyc07g056420	0.07064
Solyc07g056430	0.35019
Solyc07g056460	0.16990
Solyc07g056470	0.10594
Solyc07g056480	0.16280
Solyc07g056490	0.18164
Solyc07g056500	0.39889
Solyc07g056520	0.27765
Solyc07g056530	0.05470
Solyc07g056540	0.04552
Solyc07g056550	0.19191
Solyc07g056570	0.06243
Solyc07g056580	0.31515
Solyc07g056590	0.18217
Solyc07g056630	0.15720
Solyc07g056650	0.55772
Solyc07g056660	0.17773
Solyc07g056670	0.11471
Solyc07g061720	0.40861
Solyc07g061730	0.17235
Solyc07g061740	0.00010
Solyc07g061750	0.42623
Solyc07g061780	0.24596
Solyc07g061790	0.29756
Solyc07g061800	0.02560
Solyc07g061890	0.77131
Solyc07g061900	0.07187
Solyc07g061920	0.10426
Solyc07g061940	0.22872
Solyc07g061960	1.53119
Solyc07g061970	0.12721
Solyc07g061990	0.09184
Solyc07g062030	0.70879
Solyc07g062040	0.26341
Solyc07g062050	0.19373
Solyc07g062060	0.25871
Solyc07g062070	0.25820
Solyc07g062080	0.03402
Solyc07g062090	0.26995
Solyc07g062100	0.17587
Solyc07g062110	0.19495
Solyc07g062120	0.09448
Solyc07g062130	0.16858
Solyc07g062140	0.05911
Solyc07g062150	0.37403
Solyc07g062160	0.15860
Solyc07g062170	0.30966
Solyc07g062180	0.25294
Solyc07g062190	0.44974
Solyc07g062210	0.16260
Solyc07g062220	0.20372
Solyc07g062250	0.12906
Solyc07g062260	0.05667
Solyc07g062270	0.37701
Solyc07g062280	0.23037
Solyc07g062290	0.26988
Solyc07g062300	0.20255
Solyc07g062310	0.12815
Solyc07g062390	0.16483
Solyc07g062400	0.05456
Solyc07g062410	0.23818
Solyc07g062430	0.98378
Solyc07g062440	0.15315
Solyc07g062450	0.07145
Solyc07g062460	165.61405
Solyc07g062470	0.00010
Solyc07g062480	0.14818
Solyc07g062490	0.24006
Solyc07g062500	0.25086
Solyc07g062510	0.35497
Solyc07g062520	0.18517
Solyc07g062530	0.12606
Solyc07g062540	0.07225
Solyc07g062550	0.30661
Solyc07g062560	0.03329
Solyc07g062570	0.00010
Solyc07g062580	0.27053
Solyc07g062590	0.54040
Solyc07g062600	0.28469
Solyc07g062610	0.33958
Solyc07g062620	0.15330
Solyc07g062630	0.66624
Solyc07g062640	0.39927
Solyc07g062650	0.03993
Solyc07g062660	0.39242
Solyc07g062670	999.00000
Solyc07g062680	0.29412
Solyc07g062700	0.32886
Solyc07g062710	0.13648
Solyc07g062720	6.55862
Solyc07g062730	0.44737
Solyc07g062740	0.31865
Solyc07g062750	0.31550
Solyc07g062760	0.22934
Solyc07g062770	0.36112
Solyc07g062780	0.12543
Solyc07g062790	0.56156
Solyc07g062810	0.64131
Solyc07g062820	0.09127
Solyc07g062840	0.07878
Solyc07g062850	0.35834
Solyc07g062860	0.30586
Solyc07g062870	0.00010
Solyc07g062880	0.00010
Solyc07g062890	0.55935
Solyc07g062920	0.69557
Solyc07g062930	0.31407
Solyc07g062940	0.22705
Solyc07g062950	0.15921
Solyc07g062960	0.00010
Solyc07g062970	0.03513
Solyc07g062980	0.12431
Solyc07g063000	0.14136
Solyc07g063010	0.17841
Solyc07g063020	0.55091
Solyc07g063030	0.18777
Solyc07g063040	0.10322
Solyc07g063050	0.59465
Solyc07g063070	0.21572
Solyc07g063080	0.11347
Solyc07g063090	999.00000
Solyc07g063100	0.23614
Solyc07g063110	0.08718
Solyc07g063120	0.27104
Solyc07g063140	0.31198
Solyc07g063150	0.28580
Solyc07g063170	0.66548
Solyc07g063180	0.15461
Solyc07g063190	0.42638
Solyc07g063200	0.46033
Solyc07g063210	0.23058
Solyc07g063230	0.13768
Solyc07g063240	0.23777
Solyc07g063260	0.11568
Solyc07g063270	0.01678
Solyc07g063280	999.00000
Solyc07g063290	0.27911
Solyc07g063300	0.06927
Solyc07g063310	0.39765
Solyc07g063330	0.09890
Solyc07g063340	0.15459
Solyc07g063350	0.22314
Solyc07g063370	0.59081
Solyc07g063400	0.15228
Solyc07g063410	0.12712
Solyc07g063420	0.09085
Solyc07g063430	0.83380
Solyc07g063440	0.26153
Solyc07g063450	0.22277
Solyc07g063460	0.00010
Solyc07g063480	0.10866
Solyc07g063490	0.27297
Solyc07g063500	0.34043
Solyc07g063510	0.12354
Solyc07g063520	0.07406
Solyc07g063530	0.14173
Solyc07g063540	0.51740
Solyc07g063550	1.03913
Solyc07g063560	0.23233
Solyc07g063570	0.25665
Solyc07g063580	0.06932
Solyc07g063590	0.18119
Solyc07g063600	0.00010
Solyc07g063610	0.24816
Solyc07g063620	0.35780
Solyc07g063630	0.18439
Solyc07g063640	0.25450
Solyc07g063650	0.06946
Solyc07g063660	0.56343
Solyc07g063670	0.34181
Solyc07g063680	0.00010
Solyc07g063690	0.17557
Solyc07g063710	0.90565
Solyc07g063750	0.11763
Solyc07g063770	0.17494
Solyc07g063820	0.15584
